recommendation_id,review_text,recommended,helpful_votes,funny_votes,playtime_hours,playtime_at_review_hours,review_date,early_access,language,Combat,Character_Switching,Visuals,Bosses,Performance,Content_Quantity,Build_Variety,Enemy_Variety,Replayability,Level_Design,Bugs,Difficulty
225448560,"This is a good game to pick up. It's early access right now, so there are only two biomes and third one is supposed to be released in a few days. There is 20-30 hrs of content already in the game, as the nature of it is that you start as weak as you can be and through runs you gather stuff to unlock permanent perks that will put you in a good spot and level the playing field.

It's hack and slash. You have 2 slots for skills and an ultimate you charge through attacks. You start as a fast character, Flux, that has a teleport skill and soon after you unlock Ekku, the slow attacking heavy-hitter that is featured in the banner.

You will need to beat the first biome character to unlock the third crowd-control character who has pull, push area skills as well as locking 1 or more enemies. Vekta usually fights in the air.

Each character can choose between 2 skills for each slot they have, so in total they have 3 slots for 6 skills. Over time, you can choose your skills from the get go and upgrade them over the run. Each biome has two upgrade stations, one mid-way through the biome and one before facing the boss.

Bosses have 3 phases. First boss is OK but second boss has some really crazy setup right now. It's also buggy. Speaking of bugs, game has some that will kill your runs. Indeed not welcome but expected and accepted for early access game.

There are just a handful of people making this game, so for that kudos to them. Reddit is not active but if you need help or want to vent, discord has some regulars. Good luck and enjoy!
",True,6,0,41.2,29.98,2026-05-14,True,en,1,0,0,1,0,0,1,1,0,0,1,0
226527884,"Absolutely Amazing. This game is as amazing as we all thought Anthem would be after seeing the first trailer ( no you dont fly around like ironman in this game) its NON-STOP action done in a thoughtful, artistic,  fun,and unique way. 10/10 easily if you love action rogue like game. loads and loads to do and upgrade.",True,3,1,3.02,0.12,2026-05-27,True,en,0,0,0,0,0,0,1,0,0,0,0,0
226434950,"it is SO FUN AND CLEAN, when they start to add content like more characters, upgrades in runs, and permanent buffs, it will be so amazing. new moves would be brilliant and set builds.",True,2,0,11.4,8.07,2026-05-26,True,en,0,0,0,0,0,1,1,0,0,0,0,0
225697197,"I think the game is very good for what it is. The combat loop is nice. But personally, I don't think there's much variety in the loop, and for me it's essentially just a rough like game where I can spend hours. 
In that game, there isn't much tactical variety; it's the same loop: kill, upgrade, repeat. But the upgrades don't change how you need to play the run tactically or anything. 
If you enjoyed games like Risk of Rain 2, you'll love this game. But if you need tactical variety in a roguelike, like in Bataltro, you won't enjoy it for long.",True,2,0,14.4,14.4,2026-05-17,True,en,1,0,0,0,0,0,1,0,0,0,0,0
225593521,Truly a very Original Game and one of the only Singleplayer games that i can actually enjoy without company,True,2,1,13.4,2.08,2026-05-16,True,en,0,0,0,0,0,0,0,0,0,0,0,0
227796006,"wow where has this been, why did no one tell me. 9/10 at least for how cheap it is and good/fluid the game feel is",True,1,0,3.03,0.5,2026-06-12,True,en,0,0,0,0,0,0,0,0,0,0,0,0
227306261,"Morbid Metal is a good game with interesting ideas but really needs some update. I'll still recommend it because I have faith in the devs. The combat is very satisfying, but the thing is that you are stuck in the same gameplay loop very fast. You'll use the same build, fight the same bosses, in the same rooms. It needs to have way more diversed gameplay options to be a good roguelike, because right now you'll get bored after 10 hours max. And roguelike are good because of one thing : their replayability. Maybe some new characters to be able to change who you choose as your trio, some new powers for each characters, maybe some skins, some new perks that changes how a character is played for example. But the game is in early access so... let's wait I guess. Also, the game doesn't run bad by any means, but I feel like it could use a bit of optimization.

TL:DR : Some great ideas overall, but needs to be updated ASAP because of the lack of content and replayability.",True,1,0,7.38,6.48,2026-06-06,True,en,1,0,0,1,1,1,1,0,1,0,0,0
226411523,"best 20$ spent on a game in awhile wish it had multiplayer, but the idea around 3 different characters where you have to understand how to fight is mind blowing definitely worth  it",True,1,0,6.1,1.68,2026-05-26,True,en,1,0,0,0,0,0,0,0,0,0,0,0
226095117,"
---{ Graphics }---
☐ You forget what reality is
☐ Beautiful
☑ Good
☐ Decent
☐ Bad
☐ Don‘t look too long at it
☐ MS-DOS

---{ Gameplay }---
☑ Very good
☐ Good
☐ It's just gameplay
☐ Mehh
☐ Watch paint dry instead
☐ Just don't

---{ Audio }---
☐ Eargasm
☐ Very good
☑ Good
☐ Not too bad
☐ Bad
☐ I'm now deaf

---{ Audience }---
☐ Kids
☑ Teens
☑ Adults
☐ Grandma

---{ PC Requirements }---
☐ Check if you can run paint
☐ Potato
☑ Decent
☐ Fast
☐ Rich boi
☐ Ask NASA if they have a spare computer

---{ Game Size }---
☐ Floppy Disk
☑ Old Fashioned
☐ Workable
☐ Big
☐ Will eat 15% of your 1TB hard drive
☐ You will want an entire hard drive to hold it
☐ You will need to invest in a black hole to hold all the data

---{ Difficulty }---
☐ Just press 'W'
☐ Easy
☑ Easy to learn / Hard to master
☐ Significant brain usage
☐ Difficult
☐ Dark Souls

---{ Grind }---
☐ Nothing to grind
☐ Only if u care about leaderboards/ranks
☐ Isn't necessary to progress
☑ Average grind level
☐ Too much grind
☐ You'll need a second life for grinding

---{ Story }---
☐ No Story
☑ Some lore
☐ Average
☐ Good
☐ Lovely
☐ It'll replace your life

---{ Game Time }---
☐ Long enough for a cup of coffee
☐ Short
☑ Average
☐ Long
☐ To infinity and beyond

---{ Price }---
☐ It's free!
☑ Worth the price
☐ If it's on sale
☐ If u have some spare money left
☐ Not recommended
☐ You could also just burn your money

---{ Bugs }---
☐ Never heard of
☑ Minor bugs
☐ Can get annoying
☐ ARK: Survival Evolved
☐ The game itself is a big terrarium for bugs

---{ 8 / 10 }---


",True,1,0,3.78,3.18,2026-05-22,True,en,1,0,1,0,0,0,0,0,0,0,1,1
226747525,"This game is in pre-alpha than in early access state. Below are some of the Pro and cons of the game

Pros
- DMC/Nier fans -> this game feel right at home 
- Good core gameplay loop 
- Good performance 
Cons
- too many bugs (e.g. if you press skill with multiple usage too quick, it will consume the usage but nothing happen)
- For a roguelite game the game is not randomize enough, it feel like there are only 2-3 pre-assigned route
- Normal attack is too plain -> could add things like combo or skill like in DMC to add a be more complexity in the game -> Otherwise it just feel like a chinese mobile gatch game (just consume skill then switch to another character

Anyways not recommend, the game is released too early to even be called early access 
",False,2,0,4.77,4.77,2026-05-30,True,en,1,0,0,0,1,0,0,0,0,0,1,0
227819091,"My new favorite roguelike, it is fun to an unreasonable degree its combos are awesome and feel great. The actual roguelike aspect is closely tide to what you pick rather than chance (chance is still a big part of the game though) and that's where strategy and planning come in to play, which i personally prefer as you can make some really insane combo extender builds that are super fun.

The game is similar to games like Devil may cry with its combo potential, Blazblue entropy effect in terms of roguelike builds, and character design like Warframe and Ghostrunner. 

and is not even a finished game yet (at the time of this review) its almost to good to be true. I cant wait to see what the devs do for this game.",True,0,0,18.48,17.22,2026-06-13,True,en,1,0,0,0,0,0,1,0,0,0,0,0
227801426,"It's a rogue like that gets boring pretty quickly. It's a fun game but you literally do the same gameplay loop over and over and over again. The only thing that differs are the pickups you get like upgrades to skills. The enemy placement is the same, the arenas are the same, etc. It gets boring.",False,0,0,9.43,9.43,2026-06-12,True,en,1,0,0,0,0,0,1,0,1,0,0,0
227729391,"An amazing game, even in this early access state. A great soundtrack, incredibly fun and addicting gameplay, super smooth animations, beautiful visuals and so much more. It took me 6 Hours to beat the first version of the game and even then I am 100% satisfied with my purchase, if this was a full release I would have been happy. I wholeheartedly recommend Morbid Metal. The only thing that I want to see from the devs now is more of this amazing game (;",True,0,0,6.35,6.35,2026-06-11,True,en,1,0,1,0,0,0,0,0,0,0,0,0
227457307,"personally, I like the concept and the combat is honestly addictive once you get used to the fast pace changing (hard to tell when i accidentally switch character mid combo but lead to sick moments lol). The game isnt perfect, but what can you expect from a early access game. I think the levels need to be more clear bc i do get confused if im progressing in the game or not.  that or add a checkpoint feature bc to get 22 mins deep into a level and die due to lack of heals available in game and to loose it all like that kinda blows. Other than that, i think this game can be really cool if taken the right way.",True,0,0,9.28,2.4,2026-06-08,True,en,1,1,0,0,0,0,0,0,0,0,0,0
227448237,"Bought this game just to listen Blue Stahli's background score. I truly enjoyed the music and the game. Futuristic  and fast paced game, very engaging! I would definitely recommend it.",True,0,0,4.85,4.85,2026-06-08,True,en,0,0,0,0,0,0,0,0,0,0,0,0
227400829,"Nice game, i need/want more !! 

Looks great, feels great - Great game.",True,0,0,16.55,16.45,2026-06-07,True,en,0,0,1,0,0,0,0,0,0,0,0,0
227352742,"the game is amazing so far but i have a issue im not sure if anyone else experiences i cannot close the game when hitting quit to desktop, it will fully freeze my screen on a black screen and say im still playing the game and im forced to restart my entire computer.",True,0,0,2.57,2.57,2026-06-07,True,en,0,0,0,0,0,0,0,0,0,0,1,0
227281561,"I love the pacing and mechanics! It feels a little bit bare bones at the moment, but has extreme potential. Even in its current form I'm having a ton a fun and will continue to sink hours in. Cant wait for future updates and characters!",True,0,0,3.88,2.65,2026-06-06,True,en,0,0,0,0,0,0,0,0,0,0,0,0
227250040,"The speed of Returnal and the combat mechanics of DMC (without a fixed camera,) this game is excellent for the price point. Once unlocking all 3 characters, basic attacks are rendered secondary to the 2 skills you'll get per character. You can rotate each to get some absolutely diabolical combos and the cinematic quality is terrific. I haven't found a ""META"" build yet but having extra charges always seem to be useful. It feels less grindy then other games as I was able to fill out the initial upgrade tree with relative ease. It's the red currency that is very hard to come by and I suppose that is the point. I'll gladly give my time to this as it checks all my personal boxes but would understand the criticism others have for its lack of variety. I'm just easy to please.",True,0,0,32.52,11.45,2026-06-05,True,en,1,0,0,0,0,0,1,0,0,0,0,0
227093763,"Hopefully this gets the polish and updates it deserves because it really nailed the ""old school"" video game combat feel. Just wish there was more to everything: paths (areas), upgrades, combos, enemies, BOSSES, playable characters, story, ect...

For now I wait.

8.5/10",True,0,0,7.52,7.52,2026-06-03,True,en,1,0,0,1,0,0,1,0,0,0,0,0
227060861,It's just a fun Rogue like slasher game with a nostalgia of Devil may cry! the trailer sold me and i bought it without asking questions i am not disappointed !   It may seem repetitive but don't forget to upgrade your abilities in the lobby to gain an advantage and progress further in the game. it is a 10/10 in my book! a few minor bugs that have been addressed immediately!,True,0,0,8.43,6.37,2026-06-03,True,en,0,0,0,0,0,0,1,0,1,0,1,0
226973188,"such a good game, movement is fluid and getting the right combos is so satisfying. There have been discussions about performance issues, I never noticed any on my PC.",True,0,0,9.97,9.97,2026-06-02,True,en,1,0,0,0,1,0,0,0,0,0,1,0
226917182,"Very and i mean VERY addicting gameplay. Although some aspects of it are kinda hard to learn, it will be worth the training.",True,0,0,8.98,6.48,2026-06-01,True,en,1,0,0,0,0,0,0,0,0,0,0,0
226863226,"i like everything about this game except the rogue-lite dont get health git super good stuff.
i love this game so mutch. the gameplay is AWESome, it looks.. awesome, it feels, awesome
when peopel actually make something that checks all my boxes.. but they make it a gamble dont get hit get ♥♥♥♥♥♥ game.
like sserieously 4 hits=death and you need to have  done like +15 combat arena's and you may finaly be able to get some health ( do not get me started on the get 2% hp on kill perk from a rogue like lucky perk.)

make enenies drop health orb every now and then, some people aint looking for a dont ever get hit rogue lite. this is worse than returnal levels of masochist",True,0,0,2.27,1.23,2026-05-31,True,en,1,0,0,0,0,0,1,0,0,0,0,0
226814570,"so far the game is fun, the artwork and gameplay is ggod, the movement system feels similar to Warframe which is great, game even has its own Excal.",True,0,0,1.95,0.72,2026-05-31,True,en,1,0,1,0,0,0,0,0,0,0,0,0
226748395,This is probably one of the best rougelikes I've played and it's very interesting seeing a rougelike with dmc or MGSR sort of combat. Like the store page and the game in the disclaimer said it does have many issues one is optimization I am above the minimums yet I can't really get above 30 in actual gameplay (iterations) The other is crashing. This game crashes a lot I literally went to the shop in game and the game crashed. The pros outweigh the cons tho. This game has megumi,True,0,0,3.33,1.2,2026-05-30,True,en,1,0,0,0,1,0,0,0,0,0,1,0
226745399,"Fire game, the 2 biomes that they have rn are a blast to play through. Cant wait for whats to come out of this game.",True,0,0,11.25,10.18,2026-05-30,True,en,0,0,0,0,0,0,0,0,0,0,0,0
226712381,"great for the money!! probably not enough time spent yet but bosses feel much more difficult than regular/elite enemies, wouldn't jump to the conclusion of ""balance issue"" quite yet but definitely a quirk of the game so far",True,0,0,6.6,6.6,2026-05-29,True,en,0,0,0,1,0,0,0,0,0,0,1,0
226680249,"THE, fastest purchase, i've ever made. in the history of ever. (and thats coming from someone who usually mulls over for the longest times, needing to justify a game or price, bla bla, bla... YEah.)

I kid you not, it took me aprox 5 seconds. how it went : 
was scrolling about , looking for something interesting or just to see maybe some funky deal~ , as one does when they're a lover of games and user of steam.
zip zip zap, dip, bippity bop. 
run across an interesting looking picture, says Morbid Metal (eXcuse mua, wata da faku is morbid metal) , Clicks.
scrolls pictures around, hmm, Action roguelike / hack and slash ... (<- loves roguelikes. ok, am more then curious)

next step for me, look up game name & gameplay , right. 
goes to YT, to look for that, i want gameplay view, usually, because screenshots/trailers can be one thing, often misleading and overspiced and actual gameplay. 
instead I clicked on , official trailer, saw actual gameplay presented, at about 5 seconds in, already went back to steam, to grab it. 

so many great things happened here, am i stumped or is this , the first game this dev group made?? because thats Just, CraaYzi. 

so as someone who has to chase dopamine to survive, and for that has played a great variety of games, i didnt know someone came up with an answer to :

so what if The Lotus from Warframe and Dante from DmC had a very fun night, while Doom's theme was playing, and it was choreographed by Returnal. 

movement system fluidity of one, combat of another, do i even need to say anything about how much the music/sound fx slap , replayability flow of the other...

usually, the games tend to shoot themself in the foot, for me, because, adhd lizard. hates tutorials.
I mean **HATES** tutorials, with the passion of 10thousand suns.
I have, and will probably again, remove games out of existance, that do overspam of pop up msgs, completely restricting any playability/movement because you want to shove a stupid block of text in my face. 

very important, for me, and i think for any gamer -> Curiousity.
Let.Me.Fuack.around.and find out. 

there is, A, tutorial thing happening here, but, once in a blue moon, i actually didnt feel obstructed or locked in a prison cell. Rolled right through and did not stop playing until my eyes shut off. 

had to stop myself multiple times mid writing because i could keep Rambling On. I enjoy everything that i've experienced here and i hope everyone involved keeps making more.",True,0,0,4.2,2.37,2026-05-29,True,en,1,0,0,0,0,0,0,0,1,0,0,0
226673205,"Great game so far, I'm really enjoying it. Some issues but i expect that since its still in beta. However, I think the elites are a little too strong as they don't get affected by most skills and have lots of damage and health, overall a little over tuned, but i understand that the creator doesn't want them weak. Also I wish that the red cores did a little more, but I believe that the devs are working on an update that makes them a little more worthwhile. In conclusion, fun game that will make you spend countless hours playing without even knowing, that has some issues with it.",True,0,0,11.03,11.03,2026-05-29,True,en,0,0,0,0,0,0,0,0,0,0,1,0
226615184,"Is it normal that i'm addict to this early acces game ? You are making an amazing job, thank you already for what you've done, game design, music, game-play, building... 
At first when i saw Ubisoft, i was afraid, but as soon as i've tryed the game (thanks for the demo), i've been instantly addict! 
The sadness will come when i'll finish the adventure, unless... (an endless mod, perhaps? I'm already praying but the game is not even in 1.0 XD )
Thank you very much SCREEN JUICE !!!",True,0,0,28.15,16.63,2026-05-28,True,en,0,0,0,0,0,0,1,0,0,0,0,0
226580009,"fun game, for less then 20$ it was worth the money. excited to see future content. 
good amount of challenge, pls dont make game easier. simple yet fast paced game.",True,0,0,29.6,29.6,2026-05-28,True,en,0,0,0,0,0,0,0,0,0,0,0,0
226579768,"very addictive gameplay. the only thing i would like to see improved is the performance. 
i feel like its not that big of a deal FOR ME but i have seen other people complain that they are having performance issues on the lower end PCs.


EDIT: AFTER FINISHING THE GAME. (100%)
I NEED MOOOOOREEE. I loved the combat and building my deck. The game was very fun.",True,0,0,39.25,39.25,2026-05-28,True,en,1,0,0,0,1,0,1,0,0,0,1,0
226567022,"Listen... if you end up having trouble making the game look as good as it is supposed to try 

Pause Menu :
>Settings
>Video
- Disable V Sync
- Unlock FPS 
- Upscaling Method : Native
- Texture Size : Full Resolution",True,0,0,56.1,43.78,2026-05-27,True,en,0,0,0,0,1,0,0,0,0,0,0,0
226540144,"Pretty fun for the most part, its still in early access when I'm writing this. I completed the game with 14 hours played. There's still some jank with the movement when platforming and the target lock feature is very annoying because it switches targets based on proximity and there's no way to configure the lock on feature. I ended up mostly having to navigate fights without locking on to my target until my character had gotten close enough to the enemy I want to target (I take out flyers ASAP in fights) and then I can lock on and kill them. 

Fast paced, fun progression, I can see this game being really good when it has some more time in the oven to bake. I still reccomend it for hack and slash/souls enjoyers if you can deal with the rouglike progression loop that sends you to the beginning after each run. It ran great on my PC",True,0,0,15.35,14.42,2026-05-27,True,en,1,0,0,0,0,0,1,0,0,1,0,0
226378308,"would genuinely be a 10/10 if the camera lock didn't suck ass. that thing may as well have been designed by a toddler on some sort of substance. then again, maybe i havent played for long enough to fully experience it.

still highly recommended, peak combat and a genuinely difficult gameplay loop will keep me coming back to this.",True,0,0,1.48,1.48,2026-05-25,True,en,1,0,0,0,0,0,0,0,0,0,0,0
226357399,"Solid roguelike gameplay loop, as long as they add way more ways to diversify the build you craft each run. Unfortunately, synergistic builds aren't very prevalent in the game, so ""building"" your loadout during a run is boring, despite the combat being absolutely incredible! Genuinely difficult at first, this game has stellar slow-motion action and feels tremendously fluid when it comes to movement, auto-targeting, and chaining/combo-ing abilities. Worth trying out for now, but I'll keep my expectations low.",True,0,0,26.68,18.35,2026-05-25,True,en,1,0,0,0,0,0,1,0,1,0,0,0
225924336,"Would say enjoyable gameplay only until you get to a boss, not sure if I'm doing something wrong but the amount of hp you have vs the amount of damage the bosses deal (+ first boss has 3 phases... why?) is wrong. 

Okay first boss very much possible, just gotta dodge and not be super aggressive.

Second even easier, just stack critical chance + critical damage + orbs + leak and it almost insta dies. Plus looks like there's only two bosses? All for now ig XD.",True,0,1,11.28,8.08,2026-05-19,True,en,1,0,0,1,0,0,0,0,0,0,0,0
225883823,"I think i had some weird movement interactions with the map and the music could be better.

I would say the game is a solid 8/10, maybe hack and slash is ""too much about the same thing again"" (you know, run, sword sword, kill, repeat).

I've only unlocked 1 character so far and did not manage to kill the first boss yet (5 attempts, guess i'm too noob), but after 3 hours playing this pair, its a mix about learning skill curve, combo synergy and getting a little of that ""too much of the same"" feeling, but again that could be cause of the poor progression due to my own noobness!

If you like Action/Hack and Slash, it's a 10/10 for you...

If you came looking for something to take, for example, Dead Cells to a 3D modern graphics upgrade version, like myself, maybe you are going (most certainly) to miss the depth of content Dead Cells brings (you know, thousands of possibilities with combinations of diff weapons/skills/traits). The map doesn't reward you much, you will find upgrade for your character's abilities or swap them along the rooms, 1 or 2 health potions here and there, coins for talent upgrades and that's it for the first map i guess.

Compared to Dead Cells, well, you get nice looking modern graphics and very good action but i would say it's a 6/10 here if you want the amount of variety Dead Cells offer in general.

I did enjoy the game, wish this to become an unforgettable video game, maybe future updates will bring us lot's of new possibilities of customizations!

Action/Hack and Slash - 10/10
""Dead Cells next gen"" - 6/10",True,0,0,23.28,3.87,2026-05-19,True,en,1,0,1,1,0,0,1,0,0,0,0,0
225866028,"⚔️ Very fun and stylish roguelite with surprisingly smooth combat.

Flux feels amazing to play if you enjoy fast melee assassin gameplay with mobility, crits, blink attacks, and aggressive combat. The progression systems with protocols, routines, and permanent upgrades are actually deeper than I expected.

The cyber/sci-fi art style also looks fantastic, especially on ultrawide OLED at high refresh rates.

Since it’s still Early Access, I’d love to see:

• More characters
• More enemy variety
• Additional maps and bosses
• Expanded endgame progression

But the core gameplay loop already feels solid and responsive, which is the most important part for this type of game.

Definitely promising and worth keeping an eye on. 🔥",True,0,0,5.62,1.92,2026-05-19,True,en,1,0,0,1,0,1,1,1,0,0,0,0
225858334,"The newly added difficulty settings are great, and i recommend this game . great music, and the overall flow and feel of the controls is a huge plus too",True,0,0,25.17,24.1,2026-05-18,True,en,0,0,0,0,0,0,0,0,0,0,0,1
225718599,really fun.. except the one time it crashed. my typa shih,True,0,0,12.35,2.28,2026-05-17,True,en,0,0,0,0,0,0,0,0,0,0,1,0
225682763,"really cool game with crazy potential, i pray for the devs' safety from the evil and intimidating ubisoft",True,0,0,4.53,3.9,2026-05-16,True,en,0,0,0,0,0,0,0,0,0,0,0,0
225639341,"I have been playing during the beta, it's been a super fun experience. The combat is addictive and I cannot recommend this game enough to people who like fast paced gameplay/fighting. I wish my IQ was higher to take advantage of all the combos. Super fun, can't wait to see what the full game ends up like.",True,0,0,9.65,9.55,2026-05-16,True,en,1,0,0,0,0,0,0,0,0,0,0,0
225630475,"Expectations were high and they were hit and then some. The combat has a feel for DmC Style Crazy with Rougelike touch to really spice things up.

for an early access game the future sure is bright with the devs keeping a close eye and ear our for the fans suggestions and complaints.

Really love it and def waiting to play more and more",True,0,0,3.38,2.63,2026-05-16,True,en,1,0,0,0,0,0,0,0,0,0,0,0
225620166,This is one of my favorite games of 2026 and genuinely one of the best rouge likes I've played kudos to the developer and exited to see what else you can do with this game and the future ❤️,True,0,0,4.4,3.05,2026-05-16,True,en,0,0,0,0,0,0,0,0,0,0,0,0
